"Name","AnimalType","AgeinDays","HasName","Hour","Minute","Weekday","Day","Month","Year","TimeofDay","ColorComplexity","BreedComplexity","IsMix","SimpleBreed","SimpleColor","Intact","Sex","LifeStage"
"Nameless","Cat","21",0,19,15,"2",24,"6","2014","lateday","11","22",1,"Domestic Shorthair","Brown",1,"Male","baby"
"Byron","Cat","60",1,8,21,"2",27,"5","2014","morning","5","22",1,"Domestic Shorthair","Black",1,"Male","baby"
"Oreo","Dog","365",1,15,58,"2",2,"2","2016","midday","11","15",1,"Rat Terrier","White",0,"Female","baby"
"Pia","Dog","60",1,16,54,"5",30,"5","2014","lateday","11","19",1,"English Pointer","Brown",0,"Female","baby"
"Bleu","Dog","365",1,17,51,"1",4,"11","2013","lateday","11","37",1,"Miniature Schnauzer","Black",0,"Female","baby"
"Nameless","Dog","1095",0,17,26,"2",15,"7","2014","lateday","4","17",1,"Cairn Terrier","Buff",0,"Female","adult"
"Midnight","Dog","3285",1,18,40,"1",20,"1","2014","lateday","5","27",1,"Labrador Retriever","Black",0,"Male","adult"
"Julia","Cat","730",1,15,5,"1",7,"9","2015","midday","11","22",1,"Domestic Shorthair","White",0,"Female","adult"
"Nameless","Dog","1825",0,14,10,"1",2,"12","2013","midday","11","10",0,"Great Dane","Black",0,"Female","adult"
"Rello","Dog","730",1,18,11,"7",29,"11","2015","lateday","11","23",1,"Chihuahua Shorthair","Black",1,"Male","adult"
"Bode","Dog","730",1,11,4,"5",1,"5","2015","night","5","14",0,"Chesa Bay Retr","Brown",0,"Male","adult"
"Jake","Dog","2555",1,16,40,"2",3,"11","2015","lateday","11","15",0,"German Shepherd","Brown",0,"Male","adult"
"Nameless","Cat","365",0,9,0,"1",28,"7","2014","morning","17","22",1,"Domestic Shorthair","Brown",1,"Female","baby"
"Rebecca","Cat","2190",1,15,21,"6",21,"11","2015","midday","11","22",1,"Domestic Shorthair","Black",0,"Female","adult"
"Buddy","Cat","60",1,20,4,"6",12,"7","2014","night","18","22",1,"Domestic Shorthair","Orange",0,"Male","baby"
"Anita","Dog","365",1,18,38,"7",10,"5","2015","lateday","9","23",1,"Chihuahua Shorthair","Tan",0,"Female","baby"
"Nameless","Cat","60",0,17,14,"4",14,"11","2013","lateday","18","22",1,"Domestic Shorthair","Orange",0,"Male","baby"
"Daisy","Dog","2190",1,14,41,"6",8,"11","2014","midday","13","15",1,"Plott Hound","Brown",0,"Female","adult"
"Nameless","Cat","60",0,16,2,"2",26,"5","2015","lateday","17","22",1,"Domestic Shorthair","Brown",1,"Male","baby"
"Kiki","Dog","730",1,15,25,"3",24,"6","2015","midday","11","23",1,"Chihuahua Shorthair","Brown",0,"Female","adult"
"Jerrid","Cat","2555",1,18,25,"2",19,"8","2014","lateday","11","11",1,"Siamese","Flame",0,"Male","adult"
"Vidalia","Cat","90",1,12,41,"7",6,"12","2015","midday","17","22",1,"Domestic Shorthair","Brown",0,"Female","baby"
"Simba","Dog","1095",1,18,45,"4",19,"11","2015","lateday","3","13",1,"Chow Chow","Red",0,"Male","adult"
"Nameless","Cat","730",0,15,35,"2",22,"4","2014","midday","5","22",1,"Domestic Shorthair","Black",1,"Female","adult"
"Nameless","Dog","2555",0,17,58,"7",1,"12","2013","lateday","11","15",0,"English Pointer","Liver",0,"Female","adult"
"Nameless","Cat","30",0,17,25,"7",24,"5","2015","lateday","16","22",1,"Domestic Shorthair","White",1,"Male","baby"
"June","Dog","730",1,19,21,"6",9,"11","2013","lateday","11","12",1,"Pit Bull","Brown",0,"Female","adult"
"Earlene","Dog","150",1,0,0,"3",5,"8","2015","night","11","9",1,"Boxer","Black",1,"Female","baby"
"Vader","Dog","1460",1,11,56,"2",2,"6","2015","night","11","31",1,"Basset Hound","Black",0,"Male","adult"
"Brownie","Dog","730",1,17,13,"4",6,"3","2014","lateday","4","22",1,"Labrador Retriever","Buff",0,"Male","adult"
"Little Missy","Dog","2555",1,0,0,"7",7,"2","2016","night","8","20",1,"Airedale Terrier","Tricolor",0,"Female","adult"
"Buddy","Dog","365",1,12,46,"7",6,"7","2014","midday","5","28",1,"Labrador Retriever","Brown",0,"Male","baby"
"Nameless","Cat","30",0,12,49,"3",11,"12","2013","midday","18","22",1,"Domestic Shorthair","Orange",0,"Male","baby"
"Kodiak","Dog","30",1,13,33,"6",31,"1","2015","midday","11","22",1,"Beagle","Black",0,"Male","baby"
"Bosco","Cat","60",1,14,50,"7",20,"9","2015","midday","11","8",1,"Manx","White",0,"Male","baby"
"Nameless","Cat","1095",0,9,0,"2",6,"10","2015","morning","4","22",1,"Domestic Shorthair","Blue",1,"Female","adult"
"Daisy","Dog","1460",1,13,48,"3",16,"7","2014","midday","9","31",1,"Chihuahua Shorthair","Tan",0,"Female","adult"
"Priscilla","Dog","365",1,12,58,"6",19,"10","2013","midday","11","12",1,"Pit Bull","Black",0,"Female","baby"
"Stella","Dog","730",1,18,49,"7",2,"8","2015","lateday","11","23",1,"Flat Coat Retriever","Black",0,"Female","adult"
"Dharma","Dog","3650",1,15,25,"4",28,"5","2015","midday","4","14",0,"Cocker Spaniel","Buff",0,"Female","adult"
"Taco","Cat","60",1,16,55,"6",18,"10","2014","lateday","11","22",1,"Domestic Shorthair","Brown",0,"Male","baby"
"Pebbles","Dog","3650",1,18,1,"6",11,"4","2015","lateday","3","23",1,"Chihuahua Shorthair","Tan",0,"Female","adult"
"Arwen","Cat","730",1,14,37,"7",19,"7","2015","midday","17","21",1,"Domestic Longhair","Brown",0,"Female","adult"
"Rainey","Dog","2555",1,11,9,"1",21,"7","2014","night","11","15",1,"Rat Terrier","White",0,"Female","adult"
"Nameless","Dog","365",0,17,12,"1",25,"8","2014","lateday","9","34",1,"Border Terrier","Tan",0,"Male","baby"
"Tank","Dog","1825",1,13,48,"4",17,"9","2015","midday","19","12",1,"Pit Bull","Brown",0,"Male","adult"
"Kiki","Dog","2190",1,17,50,"1",23,"3","2015","lateday","10","23",1,"Chihuahua Shorthair","Black",0,"Female","adult"
"Nameless","Cat","7",0,15,44,"6",22,"8","2015","midday","11","22",1,"Domestic Shorthair","Brown",3,"Unknown","baby"
"Nameless","Dog","2555",0,18,6,"4",17,"7","2014","lateday","9","12",1,"Pit Bull","Tan",0,"Female","adult"
"Kato","Dog","365",1,17,43,"3",2,"10","2013","lateday","5","22",1,"Chihuahua Longhair","Black",0,"Male","baby"
"Jasper","Dog","365",1,12,48,"4",10,"7","2014","midday","11","30",1,"Jack Russell Terrier","White",0,"Male","baby"
"Nameless","Cat","14",0,17,24,"7",3,"5","2015","lateday","12","22",1,"Domestic Shorthair","Orange",1,"Female","baby"
"Nameless","Cat","365",0,15,3,"2",24,"12","2013","midday","12","22",1,"Domestic Shorthair","Orange",1,"Female","baby"
"Roger","Dog","1825",1,14,24,"3",3,"12","2014","midday","11","15",0,"German Shepherd","Black",0,"Male","adult"
"Roxi","Dog","730",1,11,12,"1",11,"8","2014","night","9","14",1,"Rottweiler","Black",0,"Female","adult"
"Hedwig","Dog","300",1,17,4,"2",18,"3","2014","lateday","11","18",1,"Siberian Husky","White",0,"Male","baby"
"Nameless","Cat","90",0,14,15,"1",25,"5","2015","midday","5","22",1,"Domestic Shorthair","Black",1,"Female","baby"
"Apollo","Dog","270",1,18,59,"5",14,"2","2014","lateday","10","41",1,"Cardigan Welsh Corgi","Fawn",0,"Male","baby"
"Nameless","Cat","30",0,15,57,"1",21,"9","2015","midday","11","22",1,"Domestic Shorthair","Black",1,"Female","baby"
"Nameless","Cat","0",0,15,17,"5",25,"4","2014","midday","4","22",1,"Domestic Shorthair","Blue",3,"Unknown","baby"
"Nameless","Cat","1825",0,9,0,"2",10,"11","2015","morning","6","22",1,"Domestic Shorthair","Calico",0,"Female","adult"
"Nameless","Dog","240",0,21,16,"6",20,"2","2016","night","15","23",1,"Chihuahua Shorthair","Chocolate",0,"Female","baby"
"Nameless","Dog","365",0,14,43,"4",30,"4","2015","midday","5","17",1,"Cairn Terrier","Cream",1,"Male","baby"
"Ruth","Cat","60",1,10,12,"3",14,"10","2015","morning","12","22",1,"Domestic Shorthair","Orange",0,"Female","baby"
"Pumpkin","Cat","90",1,17,23,"2",8,"10","2013","lateday","11","18",0,"Domestic Shorthair","Black",0,"Male","baby"
"Coco","Dog","5110",1,15,37,"1",6,"4","2015","midday","15","23",1,"Chihuahua Shorthair","Chocolate",1,"Male","adult"
"Sam","Dog","2555",1,10,48,"7",16,"3","2014","morning","9","22",1,"Labrador Retriever","Chocolate",0,"Male","adult"
"Newton","Dog","730",1,11,36,"7",10,"1","2016","night","10","8",0,"Shih Tzu","Gray",0,"Male","adult"
"Lizzie","Dog","180",1,0,0,"4",5,"11","2015","night","13","15",1,"Plott Hound","Brown",0,"Female","baby"
"Orion","Dog","330",1,15,18,"1",13,"1","2014","midday","9","23",1,"Australian Shepherd","Tan",0,"Male","baby"
"Chewy","Dog","1095",1,14,28,"4",5,"2","2015","midday","9","23",1,"Chihuahua Shorthair","Tan",0,"Male","adult"
"Hailey","Cat","60",1,13,36,"5",7,"11","2014","midday","11","21",1,"Domestic Longhair","Black",1,"Female","baby"
"Jimmy","Dog","365",1,15,11,"7",27,"4","2014","midday","11","32",1,"Labrador Retriever","Black",0,"Male","baby"
"Nameless","Cat","28",0,18,28,"1",29,"9","2014","lateday","10","11",1,"Siamese","Blue",1,"Female","baby"
"Machete","Dog","1460",1,19,25,"6",28,"3","2015","lateday","11","23",1,"Chihuahua Shorthair","White",0,"Male","adult"
"Cheddar","Cat","2920",1,14,36,"3",27,"11","2013","midday","12","24",1,"Domestic Medium Hair","Orange",0,"Male","adult"
"Amelia","Cat","90",1,17,1,"3",16,"10","2013","lateday","6","22",1,"Domestic Shorthair","Calico",0,"Female","baby"
"Jelly Bean","Dog","60",1,14,47,"7",9,"11","2014","midday","11","25",1,"Australian Cattle Dog","Brown",0,"Female","baby"
"Nameless","Cat","120",0,12,54,"5",15,"8","2014","midday","6","22",1,"Domestic Shorthair","Tortie",0,"Female","baby"
"Nameless","Dog","730",0,17,10,"5",21,"3","2014","lateday","9","29",1,"Labrador Retriever","Tan",1,"Male","adult"
"Rascal","Dog","2190",1,17,50,"4",17,"7","2014","lateday","5","13",1,"Dachshund","Brown",0,"Male","adult"
"Layla","Dog","330",1,13,17,"7",2,"8","2015","midday","19","9",1,"Boxer","Brown",0,"Female","baby"
"Nameless","Dog","365",0,16,26,"4",8,"10","2015","lateday","9","22",1,"Labrador Retriever","Tan",0,"Female","baby"
"Nameless","Dog","1460",0,16,0,"6",23,"11","2013","lateday","13","25",1,"Shih Tzu","Apricot",0,"Male","adult"
"Mundy","Cat","60",1,14,10,"6",13,"9","2014","midday","10","24",1,"Domestic Medium Hair","Blue",0,"Male","baby"
"Nameless","Dog","730",0,0,0,"1",23,"11","2015","night","3","12",1,"Pit Bull","Red",0,"Male","adult"
"Nameless","Dog","60",0,17,7,"1",25,"11","2013","lateday","15","25",1,"Australian Cattle Dog","Red",0,"Female","baby"
"Barnaby","Cat","180",1,18,37,"2",6,"1","2015","lateday","5","22",1,"Domestic Shorthair","Black",0,"Male","baby"
"Noah","Cat","2920",1,17,38,"7",16,"8","2015","lateday","11","22",1,"Domestic Shorthair","Black",0,"Male","adult"
"Jesse","Cat","1095",1,17,36,"4",13,"2","2014","lateday","11","22",1,"Domestic Shorthair","Brown",0,"Male","adult"
"Leo","Dog","730",1,17,25,"7",10,"8","2014","lateday","11","23",1,"Chihuahua Shorthair","Brown",0,"Male","adult"
"Nameless","Dog","60",0,17,15,"5",7,"11","2014","lateday","11","25",1,"Australian Cattle Dog","White",1,"Male","baby"
"Nameless","Cat","21",0,13,21,"7",21,"9","2014","midday","6","22",1,"Domestic Shorthair","Tortie",1,"Female","baby"
"Madison","Cat","60",1,14,31,"5",5,"6","2015","midday","11","22",1,"Domestic Shorthair","Brown",0,"Female","baby"
"Sheldon","Dog","1460",1,7,1,"2",30,"6","2015","morning","5","19",1,"German Shepherd","Brown",0,"Male","adult"
"Chris","Cat","1825",1,14,57,"1",16,"12","2013","midday","17","22",1,"Domestic Shorthair","Brown",0,"Male","adult"
"Jillian","Dog","730",1,13,47,"7",22,"11","2015","midday","15","11",1,"Pointer","Chocolate",0,"Female","adult"
"Nameless","Cat","180",0,15,33,"4",3,"10","2013","midday","6","24",1,"Domestic Medium Hair","Calico",1,"Female","baby"
"Nameless","Dog","730",0,19,30,"5",9,"5","2014","lateday","10","20",1,"Miniature Poodle","Black",0,"Female","adult"
"Lizzie","Dog","3650",1,10,39,"1",1,"9","2014","morning","5","23",1,"Collie Smooth","Sable",0,"Female","adult"
"Nameless","Cat","180",0,9,0,"5",12,"12","2014","morning","11","22",1,"Domestic Shorthair","Black",1,"Male","baby"
"Socks","Cat","60",1,12,19,"2",1,"4","2014","midday","6","22",1,"Domestic Shorthair","Calico",1,"Female","baby"
"Captain","Dog","180",1,17,30,"6",21,"2","2015","lateday","5","18",1,"Cocker Spaniel","Sable",0,"Male","baby"
"Pablito","Dog","2920",1,18,34,"6",25,"1","2014","lateday","8","23",1,"Chihuahua Shorthair","Tricolor",0,"Male","adult"
"Nameless","Dog","180",0,12,36,"4",12,"11","2015","midday","4","22",1,"Labrador Retriever","Buff",0,"Male","baby"
"Nameless","Cat","90",0,17,23,"4",14,"8","2014","lateday","10","11",1,"Siamese","Seal",1,"Male","baby"
"Kimchi","Dog","365",1,18,45,"3",1,"1","2014","lateday","9","29",1,"Rottweiler","Black",0,"Female","baby"
"Bella","Dog","365",1,17,38,"1",16,"3","2015","lateday","11","23",1,"Chihuahua Shorthair","Brown",0,"Female","baby"
"Ares","Dog","60",1,18,5,"1",19,"5","2014","lateday","8","9",1,"Boxer","Tricolor",0,"Male","baby"
"Nameless","Cat","14",0,18,37,"5",16,"5","2014","lateday","10","22",1,"Domestic Shorthair","Blue",3,"Unknown","baby"
"Nameless","Dog","730",0,18,9,"6",25,"1","2014","lateday","3","23",1,"Chihuahua Shorthair","Tan",0,"Female","adult"
"Nameless","Cat","60",0,11,53,"1",8,"9","2014","night","18","22",1,"Domestic Shorthair","Orange",0,"Female","baby"
"Sammy","Cat","270",1,11,23,"2",2,"9","2014","night","17","22",1,"Domestic Shorthair","White",0,"Male","baby"
"Nameless","Dog","1460",0,14,58,"2",23,"12","2014","midday","11","15",1,"Rat Terrier","Black",0,"Female","adult"
"Challino","Dog","120",1,18,27,"3",12,"11","2014","lateday","9","30",1,"German Shepherd","Red",0,"Male","baby"
"Nameless","Cat","3",0,18,33,"7",6,"7","2014","lateday","5","22",1,"Domestic Shorthair","White",1,"Male","baby"
"Romeo","Dog","2190",1,15,30,"6",30,"5","2015","midday","16","9",0,"Dachshund","Blue",1,"Male","adult"
"Dumpling","Dog","60",1,17,42,"6",11,"1","2014","lateday","11","32",1,"Border Collie","Black",0,"Female","baby"
"Nameless","Cat","240",0,15,19,"4",3,"4","2014","midday","10","22",1,"Domestic Shorthair","Blue",1,"Female","baby"
"Carl","Cat","30",1,14,23,"3",6,"8","2014","midday","11","22",1,"Domestic Shorthair","Black",1,"Male","baby"
"Nameless","Cat","120",0,14,55,"2",26,"11","2013","midday","5","22",1,"Domestic Shorthair","Black",1,"Female","baby"
"Belle","Cat","60",1,12,56,"5",31,"7","2015","midday","6","22",1,"Domestic Shorthair","Torbie",1,"Female","baby"
"Lil' Mama","Dog","730",1,14,5,"1",12,"5","2014","midday","4","12",1,"Pit Bull","Fawn",1,"Female","adult"
"Nameless","Dog","120",0,15,30,"5",4,"4","2014","midday","8","32",1,"Collie Smooth","Tricolor",0,"Male","baby"
"Nameless","Cat","365",0,19,23,"1",8,"2","2016","lateday","11","22",1,"Domestic Shorthair","Brown",1,"Male","baby"
"Nameless","Cat","90",0,11,9,"4",16,"7","2015","night","16","11",1,"Siamese","Lynx",0,"Female","baby"
"Nameless","Cat","60",0,14,48,"2",8,"7","2014","midday","11","22",1,"Domestic Shorthair","Black",1,"Male","baby"
"Celeste","Cat","120",1,10,12,"4",24,"12","2015","morning","18","22",1,"Domestic Shorthair","Orange",0,"Female","baby"
"Jack","Dog","1825",1,12,1,"7",14,"6","2015","midday","13","26",1,"Plott Hound","Brown",0,"Male","adult"
"Buffy","Dog","730",1,14,6,"4",23,"1","2014","midday","10","12",1,"Pit Bull","Fawn",0,"Female","adult"
"Nameless","Cat","14",0,13,22,"4",31,"7","2014","midday","11","22",1,"Domestic Shorthair","Brown",1,"Female","baby"
"Bizzy","Cat","60",1,11,32,"2",18,"11","2014","night","5","22",1,"Domestic Shorthair","Black",0,"Female","baby"
"Nameless","Dog","300",0,18,1,"7",15,"11","2015","lateday","9","23",1,"Chihuahua Shorthair","Tan",0,"Female","baby"
"Nameless","Dog","730",0,13,27,"2",17,"6","2014","midday","11","26",1,"Pointer","Black",0,"Male","adult"
"Molina","Dog","300",1,17,2,"1",9,"11","2015","lateday","5","30",1,"Anatol Shepherd","White",0,"Female","baby"
"Nameless","Cat","28",0,16,48,"5",25,"7","2014","lateday","4","22",1,"Domestic Shorthair","Blue",1,"Male","baby"
"Simon","Dog","365",1,16,49,"7",8,"6","2014","lateday","10","15",0,"Anatol Shepherd","Fawn",0,"Male","baby"
"Sparkles","Cat","210",1,17,53,"1",19,"1","2015","lateday","17","22",1,"Domestic Shorthair","Brown",0,"Female","baby"
"Laurel","Dog","730",1,14,49,"5",13,"2","2015","midday","11","12",1,"Pit Bull","Brown",0,"Female","adult"
"Mya","Dog","2555",1,16,50,"5",2,"1","2015","lateday","11","10",0,"Great Dane","Black",0,"Female","adult"
"Firefly","Cat","60",1,18,37,"3",22,"7","2015","lateday","11","22",1,"Domestic Shorthair","Brown",0,"Male","baby"
"Sebastian","Cat","4380",1,18,23,"1",24,"8","2015","lateday","11","22",1,"Domestic Shorthair","Black",0,"Male","adult"
"Aimee","Dog","1095",1,14,51,"2",2,"9","2014","midday","8","25",1,"Australian Cattle Dog","Tricolor",1,"Female","adult"
"Lily","Cat","90",1,11,23,"5",19,"12","2014","night","11","22",1,"Domestic Shorthair","Black",0,"Female","baby"
"Lola","Dog","730",1,18,7,"5",23,"10","2015","lateday","14","37",1,"Chinese Sharpei","Red",0,"Female","adult"
"Sadie","Dog","4380",1,16,2,"2",22,"4","2014","lateday","6","22",1,"Labrador Retriever","Yellow",1,"Female","adult"
"Pi","Dog","365",1,12,10,"1",16,"3","2015","midday","5","23",1,"Flat Coat Retriever","Black",0,"Female","baby"
"Nameless","Dog","1095",0,16,56,"5",29,"8","2014","lateday","6","22",1,"Labrador Retriever","Yellow",0,"Male","adult"
"Qwayzar","Cat","30",1,17,32,"7",25,"5","2014","lateday","6","22",1,"Domestic Shorthair","Calico",0,"Female","baby"
"Nameless","Dog","6",0,9,54,"5",6,"3","2015","morning","5","22",1,"Labrador Retriever","White",3,"Unknown","baby"
"Clover","Dog","270",1,17,54,"5",22,"11","2013","lateday","8","15",1,"Rat Terrier","Tricolor",0,"Female","baby"
"Friskie","Cat","60",1,18,23,"7",23,"11","2014","lateday","11","21",1,"Domestic Longhair","Black",0,"Female","baby"
"Spartacus","Dog","730",1,17,23,"3",10,"6","2015","lateday","9","14",1,"Akita","Tan",0,"Male","adult"
"Leroy","Dog","2555",1,17,33,"1",28,"12","2015","lateday","5","20",1,"American Bulldog","White",0,"Male","adult"
"Severus","Dog","120",1,16,24,"1",10,"3","2014","lateday","4","22",1,"Labrador Retriever","Blue",0,"Male","baby"
"Lennon","Cat","3650",1,15,52,"2",26,"5","2015","midday","12","22",1,"Domestic Shorthair","Orange",0,"Male","adult"
"Jezebel","Dog","1825",1,16,4,"4",27,"2","2014","lateday","3","23",1,"Chihuahua Shorthair","Tan",0,"Female","adult"
"Lucy","Dog","730",1,16,13,"7",1,"3","2015","lateday","15","26",1,"Pointer","Chocolate",0,"Female","adult"
"Cody","Dog","1825",1,15,37,"6",20,"9","2014","midday","9","23",1,"Chihuahua Shorthair","Tan",0,"Male","adult"
"Nelson","Cat","150",1,17,21,"3",15,"10","2014","lateday","11","11",1,"Siamese","Flame",0,"Male","baby"
"Nameless","Cat","365",0,18,44,"3",1,"4","2015","lateday","11","22",1,"Domestic Shorthair","Black",0,"Male","baby"
"Nico","Dog","365",1,12,59,"5",13,"11","2015","midday","8","18",0,"Labrador Retriever","Buff",1,"Male","baby"
"Watson","Cat","120",1,13,35,"4",18,"12","2014","midday","5","24",1,"Domestic Medium Hair","Black",0,"Male","baby"
"Daisy","Dog","730",1,17,5,"4",13,"2","2014","lateday","9","31",1,"Chihuahua Shorthair","White",0,"Female","adult"
"Oso","Dog","1095",1,17,9,"4",17,"4","2014","lateday","9","14",1,"Rottweiler","Black",1,"Male","adult"
"Nameless","Cat","28",0,17,47,"5",24,"4","2015","lateday","4","18",0,"Domestic Shorthair","Blue",1,"Male","baby"
"Nameless","Cat","21",0,18,49,"2",19,"5","2015","lateday","11","22",1,"Domestic Shorthair","Black",3,"Unknown","baby"
"Nameless","Cat","21",0,12,27,"3",17,"6","2015","midday","6","22",1,"Domestic Shorthair","Tortie",1,"Female","baby"
"Lizzy","Dog","730",1,13,49,"6",11,"7","2015","midday","5","18",0,"Labrador Retriever","Black",0,"Female","adult"
"Bobby","Dog","365",1,19,10,"7",8,"11","2015","lateday","11","9",1,"Boxer","Brown",0,"Male","baby"
"Nameless","Cat","14",0,17,47,"7",3,"8","2014","lateday","10","22",1,"Domestic Shorthair","Blue",1,"Male","baby"
"Nameless","Dog","730",0,14,5,"5",10,"10","2014","midday","9","24",1,"Jack Russell Terrier","White",0,"Male","adult"
"Blaze","Dog","270",1,12,43,"1",26,"10","2015","midday","9","26",1,"Pit Bull","Red",1,"Male","baby"
"Roman","Dog","1095",1,15,19,"7",26,"1","2014","midday","5","28",1,"Labrador Retriever","Brown",0,"Male","adult"
"Rasberry","Cat","30",1,9,42,"5",26,"6","2015","morning","6","22",1,"Domestic Shorthair","Tortie",1,"Female","baby"
"Tucker","Dog","730",1,14,55,"7",8,"2","2015","midday","8","31",1,"Bernese Mountain Dog","Tricolor",0,"Male","adult"
"Nameless","Cat","730",0,19,1,"2",26,"1","2016","lateday","11","22",1,"Domestic Shorthair","Brown",0,"Male","adult"
"Nameless","Dog","120",0,18,42,"5",4,"7","2014","lateday","22","15",1,"Plott Hound","Brown",0,"Male","baby"
"Houston","Dog","1095",1,17,24,"5",16,"10","2015","lateday","13","15",0,"English Bulldog","Brown",1,"Male","adult"
