"ID","Name","OutcomeType","AnimalType","SexuponOutcome","Breed","Color","isTrain","AgeinDays","NameNoName","Year","Month","Day","Hour","Minute","DayOfTheWeek","WeekEnd","Situation","Sex","DayPhase","BreedSimplified","LifePhase"
"A720190","Little Missy","Transfer","Dog","Spayed Female","AiredaleTerrierMix","Tricolor",TRUE,"2555","TRUE","2016","02","07","00","00","1","TRUE","Spayed","Female","night","Mix","adult"
"A676609","Buddy","Adoption","Dog","Neutered Male","LabradorRetriever/ChowChow","Brown",TRUE,"365","TRUE","2014","07","06","12","46","1","TRUE","Neutered","Male","afternoon","Hybrid","adolescent"
"A693272","Kodiak","Adoption","Dog","Neutered Male","Beagle/GermanShepherd","Black/Brown",TRUE,"30","TRUE","2015","01","31","13","33","7","TRUE","Neutered","Male","afternoon","Hybrid","gestation"
"A672758","Daisy","Transfer","Dog","Spayed Female","ChihuahuaShorthair/RatTerrier","Tan/White",TRUE,"1460","TRUE","2014","07","16","13","48","4","FALSE","Spayed","Female","afternoon","Hybrid","adult"
"A658690","Priscilla","Adoption","Dog","Spayed Female","PitBullMix","Black/White",TRUE,"365","TRUE","2013","10","19","12","58","7","TRUE","Spayed","Female","afternoon","Mix","adolescent"
"A708390","Stella","Adoption","Dog","Spayed Female","FlatCoatRetrieverMix","Black/White",TRUE,"730","TRUE","2015","08","02","18","49","1","TRUE","Spayed","Female","afternoon","Mix","adult"
"A703383","Dharma","Transfer","Dog","Spayed Female","CockerSpaniel","Buff",TRUE,"3650","TRUE","2015","05","28","15","25","5","FALSE","Spayed","Female","afternoon","Pure","senior"
"A699816","Pebbles","Adoption","Dog","Spayed Female","ChihuahuaShorthairMix","Tan",TRUE,"3650","TRUE","2015","04","11","18","01","7","TRUE","Spayed","Female","afternoon","Mix","senior"
"A625690","Rainey","Return_to_owner","Dog","Spayed Female","RatTerrierMix","White/Black",TRUE,"2555","TRUE","2014","07","21","11","09","2","FALSE","Spayed","Female","morning","Mix","adult"
"A686406","","Adoption","Dog","Neutered Male","BorderTerrier/ChihuahuaShorthair","Tan/Black",TRUE,"365","FALSE","2014","08","25","17","12","2","FALSE","Neutered","Male","afternoon","Hybrid","adolescent"
"A710318","Tank","Transfer","Dog","Neutered Male","PitBullMix","Brown Brindle/White",TRUE,"1825","TRUE","2015","09","17","13","48","5","FALSE","Neutered","Male","afternoon","Mix","adult"
"A698972","Kiki","Return_to_owner","Dog","Spayed Female","ChihuahuaShorthairMix","Black/Gray",TRUE,"2190","TRUE","2015","03","23","17","50","2","FALSE","Spayed","Female","afternoon","Mix","adult"
"A683309","","Euthanasia","Dog","Spayed Female","PitBullMix","Tan/White",TRUE,"2555","FALSE","2014","07","17","18","06","5","FALSE","Spayed","Female","afternoon","Mix","adult"
"A640316","Kato","Adoption","Dog","Neutered Male","ChihuahuaLonghairMix","Black",TRUE,"365","TRUE","2013","10","02","17","43","4","FALSE","Neutered","Male","afternoon","Mix","adolescent"
"A682760","Jasper","Adoption","Dog","Neutered Male","JackRussellTerrier/Dachshund","White/Brown",TRUE,"365","TRUE","2014","07","10","12","48","5","FALSE","Neutered","Male","afternoon","Hybrid","adolescent"
"A588218","Roger","Return_to_owner","Dog","Neutered Male","GermanShepherd","Black/Brown",TRUE,"1825","TRUE","2014","12","03","14","24","4","FALSE","Neutered","Male","afternoon","Pure","adult"
"A669795","Roxi","Return_to_owner","Dog","Spayed Female","RottweilerMix","Black/Tan",TRUE,"730","TRUE","2014","08","11","11","12","2","FALSE","Spayed","Female","morning","Mix","adult"
"A674448","Hedwig","Adoption","Dog","Neutered Male","SiberianHuskyMix","White/Cream",TRUE,"300","TRUE","2014","03","18","17","04","3","FALSE","Neutered","Male","afternoon","Mix","puppy"
"A672467","Apollo","Adoption","Dog","Neutered Male","CardiganWelshCorgi/CardiganWelshCorgi","Fawn/White",TRUE,"270","TRUE","2014","02","14","18","59","6","FALSE","Neutered","Male","afternoon","Hybrid","puppy"
"A720860","","Adoption","Dog","Spayed Female","ChihuahuaShorthairMix","Chocolate/White",TRUE,"240","FALSE","2016","02","20","21","16","7","TRUE","Spayed","Female","afternoon","Mix","puppy"
"A701337","","Transfer","Dog","Intact Male","CairnTerrierMix","Cream",TRUE,"365","FALSE","2015","04","30","14","43","5","FALSE","Intact","Male","afternoon","Mix","adolescent"
"A699819","Coco","Return_to_owner","Dog","Intact Male","ChihuahuaShorthairMix","Chocolate/White",TRUE,"5110","TRUE","2015","04","06","15","37","2","FALSE","Intact","Male","afternoon","Mix","senior"
"A674638","Sam","Return_to_owner","Dog","Neutered Male","LabradorRetrieverMix","Chocolate",TRUE,"2555","TRUE","2014","03","16","10","48","1","TRUE","Neutered","Male","morning","Mix","adult"
"A718743","Newton","Adoption","Dog","Neutered Male","ShihTzu","Gray/White",TRUE,"730","TRUE","2016","01","10","11","36","1","TRUE","Neutered","Male","morning","Pure","adult"
"A714820","Lizzie","Transfer","Dog","Spayed Female","PlottHoundMix","Brown Brindle",TRUE,"180","TRUE","2015","11","05","00","00","5","FALSE","Spayed","Female","night","Mix","puppy"
"A667613","Orion","Adoption","Dog","Neutered Male","AustralianShepherdMix","Tan/White",TRUE,"330","TRUE","2014","01","13","15","18","2","FALSE","Neutered","Male","afternoon","Mix","puppy"
"A696059","Chewy","Adoption","Dog","Neutered Male","ChihuahuaShorthairMix","Tan/White",TRUE,"1095","TRUE","2015","02","05","14","28","5","FALSE","Neutered","Male","afternoon","Mix","adult"
"A676494","Jimmy","Adoption","Dog","Neutered Male","LabradorRetriever/BorderCollie","Black/White",TRUE,"365","TRUE","2014","04","27","15","11","1","TRUE","Neutered","Male","afternoon","Hybrid","adolescent"
"A599155","Machete","Euthanasia","Dog","Neutered Male","ChihuahuaShorthairMix","White/Brown",TRUE,"1460","TRUE","2015","03","28","19","25","7","TRUE","Neutered","Male","afternoon","Mix","adult"
"A691345","Jelly Bean","Adoption","Dog","Spayed Female","AustralianCattleDogMix","Brown/White",TRUE,"60","TRUE","2014","11","09","14","47","1","TRUE","Spayed","Female","afternoon","Mix","gestation"
"A674659","","Euthanasia","Dog","Intact Male","LabradorRetriever/GreatDane","Tan/Black",TRUE,"730","FALSE","2014","03","21","17","10","6","FALSE","Intact","Male","afternoon","Hybrid","adult"
"A683609","Rascal","Return_to_owner","Dog","Neutered Male","DachshundMix","Brown",TRUE,"2190","TRUE","2014","07","17","17","50","5","FALSE","Neutered","Male","afternoon","Mix","adult"
"A695710","Layla","Transfer","Dog","Spayed Female","BoxerMix","Brown Brindle/White",TRUE,"330","TRUE","2015","08","02","13","17","1","TRUE","Spayed","Female","afternoon","Mix","puppy"
"A713063","","Transfer","Dog","Spayed Female","LabradorRetrieverMix","Tan/White",TRUE,"365","FALSE","2015","10","08","16","26","5","FALSE","Spayed","Female","afternoon","Mix","adolescent"
"A667520","","Transfer","Dog","Neutered Male","ShihTzu/MiniaturePoodle","Apricot/White",TRUE,"1460","FALSE","2013","11","23","16","00","7","TRUE","Neutered","Male","afternoon","Hybrid","adult"
"A716488","","Transfer","Dog","Neutered Male","PitBullMix","Red",TRUE,"730","FALSE","2015","11","23","00","00","2","FALSE","Neutered","Male","night","Mix","adult"
"A667537","","Adoption","Dog","Spayed Female","AustralianCattleDogMix","Red Merle/Black",TRUE,"60","FALSE","2013","11","25","17","07","2","FALSE","Spayed","Female","afternoon","Mix","gestation"
"A684664","Leo","Adoption","Dog","Neutered Male","ChihuahuaShorthairMix","Brown/White",TRUE,"730","TRUE","2014","08","10","17","25","1","TRUE","Neutered","Male","afternoon","Mix","adult"
"A691531","","Transfer","Dog","Intact Male","AustralianCattleDogMix","White/Brown",TRUE,"60","FALSE","2014","11","07","17","15","6","FALSE","Intact","Male","afternoon","Mix","gestation"
"A703630","Sheldon","Adoption","Dog","Neutered Male","GermanShepherdMix","Brown",TRUE,"1460","TRUE","2015","06","30","07","01","3","FALSE","Neutered","Male","morning","Mix","adult"
"A696247","Jillian","Adoption","Dog","Spayed Female","PointerMix","Chocolate/White",TRUE,"730","TRUE","2015","11","22","13","47","1","TRUE","Spayed","Female","afternoon","Mix","adult"
"A678185","","Transfer","Dog","Spayed Female","MiniaturePoodleMix","Black/Gray",TRUE,"730","FALSE","2014","05","09","19","30","6","FALSE","Spayed","Female","afternoon","Mix","adult"
"A687055","Lizzie","Return_to_owner","Dog","Spayed Female","CollieSmooth/ChowChow","Sable",TRUE,"3650","TRUE","2014","09","01","10","39","2","FALSE","Spayed","Female","morning","Hybrid","senior"
"A696819","Captain","Adoption","Dog","Neutered Male","CockerSpanielMix","Sable",TRUE,"180","TRUE","2015","02","21","17","30","7","TRUE","Neutered","Male","afternoon","Mix","puppy"
"A671201","Pablito","Return_to_owner","Dog","Neutered Male","ChihuahuaShorthairMix","Tricolor",TRUE,"2920","TRUE","2014","01","25","18","34","7","TRUE","Neutered","Male","afternoon","Mix","adult"
"A715573","","Adoption","Dog","Neutered Male","LabradorRetrieverMix","Buff",TRUE,"180","FALSE","2015","11","12","12","36","5","FALSE","Neutered","Male","afternoon","Mix","puppy"
"A669510","Kimchi","Adoption","Dog","Spayed Female","Rottweiler/LabradorRetriever","Black/Tan",TRUE,"365","TRUE","2014","01","01","18","45","4","FALSE","Spayed","Female","afternoon","Hybrid","adolescent"
"A697892","Bella","Adoption","Dog","Spayed Female","ChihuahuaShorthairMix","Brown/Black",TRUE,"365","TRUE","2015","03","16","17","38","2","FALSE","Spayed","Female","afternoon","Mix","adolescent"
"A678958","Ares","Adoption","Dog","Neutered Male","BoxerMix","Tricolor",TRUE,"60","TRUE","2014","05","19","18","05","2","FALSE","Neutered","Male","afternoon","Mix","gestation"
"A671079","","Adoption","Dog","Spayed Female","ChihuahuaShorthairMix","Tan",TRUE,"730","FALSE","2014","01","25","18","09","7","TRUE","Spayed","Female","afternoon","Mix","adult"
"A693999","","Transfer","Dog","Spayed Female","RatTerrierMix","Black/White",TRUE,"1460","FALSE","2014","12","23","14","58","3","FALSE","Spayed","Female","afternoon","Mix","adult"
"A691614","Challino","Adoption","Dog","Neutered Male","GermanShepherd/SiberianHusky","Red/White",TRUE,"120","TRUE","2014","11","12","18","27","4","FALSE","Neutered","Male","afternoon","Hybrid","puppy"
"A703781","Romeo","Transfer","Dog","Intact Male","Dachshund","Blue Merle/White",TRUE,"2190","TRUE","2015","05","30","15","30","7","TRUE","Intact","Male","afternoon","Pure","adult"
"A668803","Dumpling","Adoption","Dog","Spayed Female","BorderCollie/LabradorRetriever","Black/White",TRUE,"60","TRUE","2014","01","11","17","42","7","TRUE","Spayed","Female","afternoon","Hybrid","gestation"
"A677885","Lil' Mama","Return_to_owner","Dog","Intact Female","PitBullMix","Fawn",TRUE,"730","TRUE","2014","05","12","14","05","2","FALSE","Intact","Female","afternoon","Mix","adult"
"A675622","","Adoption","Dog","Neutered Male","CollieSmooth/LabradorRetriever","Tricolor",TRUE,"120","FALSE","2014","04","04","15","30","6","FALSE","Neutered","Male","afternoon","Hybrid","puppy"
"A686319","Jack","Adoption","Dog","Neutered Male","PlottHound/RhodRidgeback","Brown Brindle",TRUE,"1825","TRUE","2015","06","14","12","01","1","TRUE","Neutered","Male","afternoon","Hybrid","adult"
"A671251","Buffy","Return_to_owner","Dog","Spayed Female","PitBullMix","Fawn/White",TRUE,"730","TRUE","2014","01","23","14","06","5","FALSE","Spayed","Female","afternoon","Mix","adult"
"A715812","","Adoption","Dog","Spayed Female","ChihuahuaShorthairMix","Tan/White",TRUE,"300","FALSE","2015","11","15","18","01","1","TRUE","Spayed","Female","afternoon","Mix","puppy"
"A681003","","Transfer","Dog","Neutered Male","Pointer/LabradorRetriever","Black/White",TRUE,"730","FALSE","2014","06","17","13","27","3","FALSE","Neutered","Male","afternoon","Hybrid","adult"
"A715346","Molina","Adoption","Dog","Spayed Female","AnatolShepherd/GreatPyrenees","White",TRUE,"300","TRUE","2015","11","09","17","02","2","FALSE","Spayed","Female","afternoon","Hybrid","puppy"
"A679956","Simon","Return_to_owner","Dog","Neutered Male","AnatolShepherd","Fawn/Black",TRUE,"365","TRUE","2014","06","08","16","49","1","TRUE","Neutered","Male","afternoon","Pure","adolescent"
"A695950","Laurel","Adoption","Dog","Spayed Female","PitBullMix","Brown/White",TRUE,"730","TRUE","2015","02","13","14","49","6","FALSE","Spayed","Female","afternoon","Mix","adult"
"A694278","Mya","Transfer","Dog","Spayed Female","GreatDane","Black/White",TRUE,"2555","TRUE","2015","01","02","16","50","6","FALSE","Spayed","Female","afternoon","Pure","adult"
"A686918","Aimee","Transfer","Dog","Intact Female","AustralianCattleDogMix","Tricolor",TRUE,"1095","TRUE","2014","09","02","14","51","3","FALSE","Intact","Female","afternoon","Mix","adult"
"A711807","Lola","Adoption","Dog","Spayed Female","ChineseSharpei/AustralianCattleDog","Red Tick/White",TRUE,"730","TRUE","2015","10","23","18","07","6","FALSE","Spayed","Female","afternoon","Hybrid","adult"
"A677157","Sadie","Return_to_owner","Dog","Intact Female","LabradorRetrieverMix","Yellow",TRUE,"4380","TRUE","2014","04","22","16","02","3","FALSE","Intact","Female","afternoon","Mix","senior"
"A697921","Pi","Adoption","Dog","Spayed Female","FlatCoatRetrieverMix","Black",TRUE,"365","TRUE","2015","03","16","12","10","2","FALSE","Spayed","Female","afternoon","Mix","adolescent"
"A686691","","Transfer","Dog","Neutered Male","LabradorRetrieverMix","Yellow",TRUE,"1095","FALSE","2014","08","29","16","56","6","FALSE","Neutered","Male","afternoon","Mix","adult"
"A698117","","Transfer","Dog","Unknown Unknown","LabradorRetrieverMix","White",TRUE,"6","FALSE","2015","03","06","09","54","6","FALSE","Unknown","Unknown","morning","Mix","gestation"
"A656110","Clover","Return_to_owner","Dog","Spayed Female","RatTerrierMix","Tricolor",TRUE,"270","TRUE","2013","11","22","17","54","6","FALSE","Spayed","Female","afternoon","Mix","puppy"
"A678099","Spartacus","Euthanasia","Dog","Neutered Male","Akita/PitBull","Tan/White",TRUE,"730","TRUE","2015","06","10","17","23","4","FALSE","Neutered","Male","afternoon","Hybrid","adult"
"A717989","Leroy","Return_to_owner","Dog","Neutered Male","AmericanBulldogMix","White",TRUE,"2555","TRUE","2015","12","28","17","33","2","FALSE","Neutered","Male","afternoon","Mix","adult"
"A673784","Severus","Transfer","Dog","Neutered Male","LabradorRetrieverMix","Blue",TRUE,"120","TRUE","2014","03","10","16","24","2","FALSE","Neutered","Male","afternoon","Mix","puppy"
"A671889","Jezebel","Return_to_owner","Dog","Spayed Female","ChihuahuaShorthairMix","Tan",TRUE,"1825","TRUE","2014","02","27","16","04","5","FALSE","Spayed","Female","afternoon","Mix","adult"
"A697627","Lucy","Adoption","Dog","Spayed Female","Pointer/LabradorRetriever","Chocolate/White",TRUE,"730","TRUE","2015","03","01","16","13","1","TRUE","Spayed","Female","afternoon","Hybrid","adult"
"A685945","Cody","Adoption","Dog","Neutered Male","ChihuahuaShorthairMix","Tan/White",TRUE,"1825","TRUE","2014","09","20","15","37","7","TRUE","Neutered","Male","afternoon","Mix","adult"
"A715735","Nico","Transfer","Dog","Intact Male","LabradorRetriever","Buff/Tan",TRUE,"365","TRUE","2015","11","13","12","59","6","FALSE","Intact","Male","afternoon","Pure","adolescent"
"A672263","Daisy","Transfer","Dog","Spayed Female","ChihuahuaShorthair/RatTerrier","White/Tan",TRUE,"730","TRUE","2014","02","13","17","05","5","FALSE","Spayed","Female","afternoon","Hybrid","adult"
"A672744","Oso","Euthanasia","Dog","Intact Male","RottweilerMix","Black/Tan",TRUE,"1095","TRUE","2014","04","17","17","09","5","FALSE","Intact","Male","afternoon","Mix","adult"
"A696609","Lizzy","Transfer","Dog","Spayed Female","LabradorRetriever","Black",TRUE,"730","TRUE","2015","07","11","13","49","7","TRUE","Spayed","Female","afternoon","Pure","adult"
"A714481","Bobby","Adoption","Dog","Neutered Male","BoxerMix","Brown/White",TRUE,"365","TRUE","2015","11","08","19","10","1","TRUE","Neutered","Male","afternoon","Mix","adolescent"
"A689596","","Adoption","Dog","Neutered Male","JackRussellTerrierMix","White/Tan",TRUE,"730","FALSE","2014","10","10","14","05","6","FALSE","Neutered","Male","afternoon","Mix","adult"
"A714546","Blaze","Return_to_owner","Dog","Intact Male","PitBull/DogueDeBordeaux","Red/White",TRUE,"270","TRUE","2015","10","26","12","43","2","FALSE","Intact","Male","afternoon","Hybrid","puppy"
"A671352","Roman","Adoption","Dog","Neutered Male","LabradorRetriever/ChowChow","Brown",TRUE,"1095","TRUE","2014","01","26","15","19","1","TRUE","Neutered","Male","afternoon","Hybrid","adult"
"A695943","Tucker","Adoption","Dog","Neutered Male","BerneseMountainDog/Rottweiler","Tricolor",TRUE,"730","TRUE","2015","02","08","14","55","1","TRUE","Neutered","Male","afternoon","Hybrid","adult"
"A682535","","Transfer","Dog","Neutered Male","PlottHoundMix","Brown Brindle/Red Tick",TRUE,"120","FALSE","2014","07","04","18","42","6","FALSE","Neutered","Male","afternoon","Mix","puppy"
"A713263","Houston","Return_to_owner","Dog","Intact Male","EnglishBulldog","Brown Brindle",TRUE,"1095","TRUE","2015","10","16","17","24","6","FALSE","Intact","Male","afternoon","Pure","adult"
"A681679","Captain","Transfer","Dog","Neutered Male","PitBullMix","Brown/White",TRUE,"365","TRUE","2014","12","05","17","10","6","FALSE","Neutered","Male","afternoon","Mix","adolescent"
"A678536","Tulip","Adoption","Dog","Spayed Female","ChihuahuaShorthairMix","White/Brown",TRUE,"365","TRUE","2014","05","17","13","44","7","TRUE","Spayed","Female","afternoon","Mix","adolescent"
"A718585","","Transfer","Dog","Neutered Male","LabradorRetrieverMix","Black/Tan",TRUE,"60","FALSE","2016","01","07","12","44","5","FALSE","Neutered","Male","afternoon","Mix","gestation"
"A543073","Tiny Tinker","Return_to_owner","Dog","Spayed Female","ChihuahuaShorthair","Brown",TRUE,"3285","TRUE","2015","05","11","18","38","2","FALSE","Spayed","Female","afternoon","Pure","senior"
"A697959","Nigel","Adoption","Dog","Neutered Male","PitBullMix","Brown",TRUE,"730","TRUE","2015","05","31","18","53","1","TRUE","Neutered","Male","afternoon","Mix","adult"
"A715378","Sadie","Adoption","Dog","Spayed Female","PointerMix","White/Blue",TRUE,"180","TRUE","2015","11","21","11","17","7","TRUE","Spayed","Female","morning","Mix","puppy"
"A697281","","Adoption","Dog","Neutered Male","ChihuahuaLonghair/ItalianGreyhound","Tricolor",TRUE,"90","FALSE","2015","03","03","13","14","3","FALSE","Neutered","Male","afternoon","Hybrid","puppy"
